code,evidence,level,message,mode,page,score,suggested_action,target
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""cell_size_skew""], ""rows"": 40, ""columns"": 14, ""span_count"": 200, ""span_coverage"": 0.99, ""spans_per_row"": 5.0, ""span_per_row_limit"": 42.0, ""max_cell_chars"": 43, ""max_to_median_cell_char_ratio"": 8.6, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 252, ""status"": ""ok"", ""bbox"": [24.08, 38.84, 380.1, 511.63], ""table_area_ratio"": 0.674, ""horizontal_line_count"": 4, ""vertical_line_count"": 10, ""line_count"": 43, ""table_line_count"": 40, ""raw_rows"": 40, ""raw_columns"": 14, ""trimmed_rows"": 40, ""trimmed_columns"": 14, ""span_count"": 200, ""assigned_span_count"": 198, ""span_coverage"": 0.99, ""spans_per_trimmed_row"": 5.0, ""max_cell_chars"": 43, ""median_cell_chars"": 5.0, ""max_to_median_cell_char_ratio"": 8.6, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013"", ""col_014""], ""non_table_text_line_count"": 3, ""non_table_text_chars"": 44}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,252,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_ACCURATE"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""cell_size_skew""], ""rows"": 49, ""columns"": 13, ""span_count"": 302, ""span_coverage"": 0.9868, ""spans_per_row"": 6.1633, ""span_per_row_limit"": 39.0, ""max_cell_chars"": 47, ""max_to_median_cell_char_ratio"": 9.4, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 253, ""status"": ""ok"", ""bbox"": [37.36, 39.53, 395.67, 568.24], ""table_area_ratio"": 0.7586, ""horizontal_line_count"": 28, ""vertical_line_count"": 22, ""line_count"": 53, ""table_line_count"": 49, ""raw_rows"": 49, ""raw_columns"": 13, ""trimmed_rows"": 49, ""trimmed_columns"": 13, ""span_count"": 302, ""assigned_span_count"": 298, ""span_coverage"": 0.9868, ""spans_per_trimmed_row"": 6.1633, ""max_cell_chars"": 47, ""median_cell_chars"": 5.0, ""max_to_median_cell_char_ratio"": 9.4, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 21, ""fallback_from_columns"": 7, ""fallback_from_spans_per_row"": 14.1905, ""non_table_text_line_count"": 4, ""non_table_text_chars"": 41}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,253,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_ACCURATE"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""cell_size_skew""], ""rows"": 40, ""columns"": 13, ""span_count"": 201, ""span_coverage"": 1.0, ""spans_per_row"": 5.025, ""span_per_row_limit"": 39.0, ""max_cell_chars"": 37, ""max_to_median_cell_char_ratio"": 9.25, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 256, ""status"": ""ok"", ""bbox"": [24.49, 39.55, 380.26, 504.39], ""table_area_ratio"": 0.6622, ""horizontal_line_count"": 24, ""vertical_line_count"": 43, ""line_count"": 43, ""table_line_count"": 40, ""raw_rows"": 40, ""raw_columns"": 13, ""trimmed_rows"": 40, ""trimmed_columns"": 13, ""span_count"": 201, ""assigned_span_count"": 201, ""span_coverage"": 1.0, ""spans_per_trimmed_row"": 5.025, ""max_cell_chars"": 37, ""median_cell_chars"": 4.0, ""max_to_median_cell_char_ratio"": 9.25, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 13, ""fallback_from_columns"": 7, ""fallback_from_spans_per_row"": 14.6923, ""non_table_text_line_count"": 3, ""non_table_text_chars"": 45}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,256,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_ACCURATE"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage"", ""cell_size_skew""], ""rows"": 42, ""columns"": 12, ""span_count"": 286, ""span_coverage"": 0.8881, ""spans_per_row"": 6.8095, ""span_per_row_limit"": 36.0, ""max_cell_chars"": 37, ""max_to_median_cell_char_ratio"": 12.3333, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 259, ""status"": ""ok"", ""bbox"": [37.51, 39.79, 394.09, 527.49], ""table_area_ratio"": 0.6964, ""horizontal_line_count"": 19, ""vertical_line_count"": 13, ""line_count"": 48, ""table_line_count"": 44, ""raw_rows"": 44, ""raw_columns"": 12, ""trimmed_rows"": 42, ""trimmed_columns"": 12, ""span_count"": 286, ""assigned_span_count"": 254, ""span_coverage"": 0.8881, ""spans_per_trimmed_row"": 6.8095, ""max_cell_chars"": 37, ""median_cell_chars"": 3.0, ""max_to_median_cell_char_ratio"": 12.3333, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 15, ""fallback_from_columns"": 7, ""fallback_from_spans_per_row"": 18.8, ""non_table_text_line_count"": 4, ""non_table_text_chars"": 87}, ""selected_model"": ""gpt-5.4"", ""model_selection_reasons"": [""many_columns""]}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,259,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
VLM_COORD_WEAK_EVIDENCE,"{""source"": ""initial"", ""model"": ""gpt-5.4"", ""coordinate_evidence_strength"": ""weak"", ""vlm_only_values"": {""amount"": [""755,565"", ""732,830"", ""724,999"", ""714,356"", ""719,010"", ""2,966"", ""2,947"", ""2,902"", ""2,825"", ""2,764""]}, ""coordinate_only_values"": {}, ""structure_mismatches"": [""table_count_mismatch"", ""column_count_mismatch""], ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage"", ""cell_size_skew""], ""rows"": 42, ""columns"": 12, ""span_count"": 286, ""span_coverage"": 0.8881, ""spans_per_row"": 6.8095, ""span_per_row_limit"": 36.0, ""max_cell_chars"": 37, ""max_to_median_cell_char_ratio"": 12.3333, ""max_long_text_row_ratio"": 0.0}, ""coordinate_metrics"": {""chars"": 8320, ""table_count"": 1, ""numeric_cell_count"": 166, ""unknown_token_count"": 0, ""max_table_columns"": 12, ""table_column_counts"": [12]}, ""vlm_metrics"": {""chars"": 4676, ""table_count"": 4, ""numeric_cell_count"": 181, ""unknown_token_count"": 0, ""max_table_columns"": 10, ""table_column_counts"": [10, 9, 9, 9]}}",info,Coordinate extraction was too weak to validate VLM values authoritatively.,TEXT_TABLE_VLM,259,0.45,"Use VLM output as primary for this page, and review manually if values are business-critical.",
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage"", ""cell_size_skew""], ""rows"": 32, ""columns"": 12, ""span_count"": 168, ""span_coverage"": 0.9464, ""spans_per_row"": 5.25, ""span_per_row_limit"": 36.0, ""max_cell_chars"": 44, ""max_to_median_cell_char_ratio"": 8.8, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 260, ""status"": ""ok"", ""bbox"": [24.18, 54.07, 379.95, 461.76], ""table_area_ratio"": 0.5808, ""horizontal_line_count"": 8, ""vertical_line_count"": 22, ""line_count"": 36, ""table_line_count"": 33, ""raw_rows"": 33, ""raw_columns"": 12, ""trimmed_rows"": 32, ""trimmed_columns"": 12, ""span_count"": 168, ""assigned_span_count"": 159, ""span_coverage"": 0.9464, ""spans_per_trimmed_row"": 5.25, ""max_cell_chars"": 44, ""median_cell_chars"": 5.0, ""max_to_median_cell_char_ratio"": 8.8, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012""], ""non_table_text_line_count"": 3, ""non_table_text_chars"": 46}, ""selected_model"": ""gpt-5.4"", ""model_selection_reasons"": [""many_columns""]}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,260,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
VLM_COORD_WEAK_EVIDENCE,"{""source"": ""initial"", ""model"": ""gpt-5.4"", ""coordinate_evidence_strength"": ""weak"", ""vlm_only_values"": {}, ""coordinate_only_values"": {}, ""structure_mismatches"": [""table_count_mismatch"", ""column_count_mismatch""], ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage"", ""cell_size_skew""], ""rows"": 32, ""columns"": 12, ""span_count"": 168, ""span_coverage"": 0.9464, ""spans_per_row"": 5.25, ""span_per_row_limit"": 36.0, ""max_cell_chars"": 44, ""max_to_median_cell_char_ratio"": 8.8, ""max_long_text_row_ratio"": 0.0}, ""coordinate_metrics"": {""chars"": 8006, ""table_count"": 1, ""numeric_cell_count"": 81, ""unknown_token_count"": 0, ""max_table_columns"": 12, ""table_column_counts"": [12]}, ""vlm_metrics"": {""chars"": 2290, ""table_count"": 2, ""numeric_cell_count"": 81, ""unknown_token_count"": 0, ""max_table_columns"": 8, ""table_column_counts"": [5, 8]}}",info,Coordinate extraction was too weak to validate VLM values authoritatively.,TEXT_TABLE_VLM,260,0.45,"Use VLM output as primary for this page, and review manually if values are business-critical.",
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_ACCURATE"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""cell_size_skew""], ""rows"": 36, ""columns"": 15, ""span_count"": 190, ""span_coverage"": 1.0, ""spans_per_row"": 5.2778, ""span_per_row_limit"": 45.0, ""max_cell_chars"": 53, ""max_to_median_cell_char_ratio"": 8.8333, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 262, ""status"": ""ok"", ""bbox"": [23.36, 39.42, 379.83, 487.12], ""table_area_ratio"": 0.6391, ""horizontal_line_count"": 23, ""vertical_line_count"": 34, ""line_count"": 40, ""table_line_count"": 36, ""raw_rows"": 36, ""raw_columns"": 15, ""trimmed_rows"": 36, ""trimmed_columns"": 15, ""span_count"": 190, ""assigned_span_count"": 190, ""span_coverage"": 1.0, ""spans_per_trimmed_row"": 5.2778, ""max_cell_chars"": 53, ""median_cell_chars"": 6.0, ""max_to_median_cell_char_ratio"": 8.8333, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013"", ""col_014"", ""col_015""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 12, ""fallback_from_columns"": 11, ""fallback_from_spans_per_row"": 15.25, ""non_table_text_line_count"": 4, ""non_table_text_chars"": 75}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,262,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_ACCURATE"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 47, ""columns"": 12, ""span_count"": 304, ""span_coverage"": 0.9441, ""spans_per_row"": 6.4681, ""span_per_row_limit"": 36.0, ""max_cell_chars"": 29, ""max_to_median_cell_char_ratio"": 7.25, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 264, ""status"": ""ok"", ""bbox"": [24.13, 47.09, 380.44, 562.09], ""table_area_ratio"": 0.7348, ""horizontal_line_count"": 22, ""vertical_line_count"": 57, ""line_count"": 50, ""table_line_count"": 47, ""raw_rows"": 47, ""raw_columns"": 12, ""trimmed_rows"": 47, ""trimmed_columns"": 12, ""span_count"": 304, ""assigned_span_count"": 287, ""span_coverage"": 0.9441, ""spans_per_trimmed_row"": 6.4681, ""max_cell_chars"": 29, ""median_cell_chars"": 4.0, ""max_to_median_cell_char_ratio"": 7.25, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 16, ""fallback_from_columns"": 17, ""fallback_from_spans_per_row"": 18.75, ""non_table_text_line_count"": 3, ""non_table_text_chars"": 51}, ""selected_model"": ""gpt-5.4"", ""model_selection_reasons"": [""many_columns""]}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,264,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
VLM_COORD_WEAK_EVIDENCE,"{""source"": ""initial"", ""model"": ""gpt-5.4"", ""coordinate_evidence_strength"": ""weak"", ""vlm_only_values"": {""amount"": [""13,554"", ""14,829"", ""16,423"", ""4,815"", ""4,750"", ""4,693""]}, ""coordinate_only_values"": {""amount"": [""1,000""]}, ""structure_mismatches"": [""table_count_mismatch""], ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 47, ""columns"": 12, ""span_count"": 304, ""span_coverage"": 0.9441, ""spans_per_row"": 6.4681, ""span_per_row_limit"": 36.0, ""max_cell_chars"": 29, ""max_to_median_cell_char_ratio"": 7.25, ""max_long_text_row_ratio"": 0.0}, ""coordinate_metrics"": {""chars"": 8924, ""table_count"": 1, ""numeric_cell_count"": 138, ""unknown_token_count"": 0, ""max_table_columns"": 12, ""table_column_counts"": [12]}, ""vlm_metrics"": {""chars"": 3714, ""table_count"": 4, ""numeric_cell_count"": 142, ""unknown_token_count"": 0, ""max_table_columns"": 11, ""table_column_counts"": [11, 10, 11, 11]}}",info,Coordinate extraction was too weak to validate VLM values authoritatively.,TEXT_TABLE_VLM,264,0.45,"Use VLM output as primary for this page, and review manually if values are business-critical.",
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_ACCURATE"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""cell_size_skew""], ""rows"": 33, ""columns"": 15, ""span_count"": 200, ""span_coverage"": 0.995, ""spans_per_row"": 6.0606, ""span_per_row_limit"": 45.0, ""max_cell_chars"": 50, ""max_to_median_cell_char_ratio"": 10.0, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 265, ""status"": ""ok"", ""bbox"": [37.33, 50.0, 395.21, 501.79], ""table_area_ratio"": 0.6474, ""horizontal_line_count"": 18, ""vertical_line_count"": 41, ""line_count"": 37, ""table_line_count"": 34, ""raw_rows"": 34, ""raw_columns"": 15, ""trimmed_rows"": 33, ""trimmed_columns"": 15, ""span_count"": 200, ""assigned_span_count"": 199, ""span_coverage"": 0.995, ""spans_per_trimmed_row"": 6.0606, ""max_cell_chars"": 50, ""median_cell_chars"": 5.0, ""max_to_median_cell_char_ratio"": 10.0, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013"", ""col_014"", ""col_015""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 11, ""fallback_from_columns"": 12, ""fallback_from_spans_per_row"": 17.8182, ""non_table_text_line_count"": 3, ""non_table_text_chars"": 57}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,265,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""cell_size_skew""], ""rows"": 31, ""columns"": 16, ""span_count"": 315, ""span_coverage"": 1.0, ""spans_per_row"": 10.1613, ""span_per_row_limit"": 48.0, ""max_cell_chars"": 43, ""max_to_median_cell_char_ratio"": 10.75, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 267, ""status"": ""ok"", ""bbox"": [38.89, 52.14, 394.62, 445.76], ""table_area_ratio"": 0.5607, ""horizontal_line_count"": 6, ""vertical_line_count"": 26, ""line_count"": 35, ""table_line_count"": 31, ""raw_rows"": 31, ""raw_columns"": 16, ""trimmed_rows"": 31, ""trimmed_columns"": 16, ""span_count"": 315, ""assigned_span_count"": 315, ""span_coverage"": 1.0, ""spans_per_trimmed_row"": 10.1613, ""max_cell_chars"": 43, ""median_cell_chars"": 4.0, ""max_to_median_cell_char_ratio"": 10.75, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013"", ""col_014"", ""col_015"", ""col_016""], ""non_table_text_line_count"": 4, ""non_table_text_chars"": 91}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,267,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 24, ""columns"": 10, ""span_count"": 93, ""span_coverage"": 0.9462, ""spans_per_row"": 3.875, ""span_per_row_limit"": 30.0, ""max_cell_chars"": 9, ""max_to_median_cell_char_ratio"": 1.2857, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 269, ""status"": ""ok"", ""bbox"": [51.32, 52.68, 394.99, 392.68], ""table_area_ratio"": 0.4679, ""horizontal_line_count"": 13, ""vertical_line_count"": 9, ""line_count"": 33, ""table_line_count"": 26, ""raw_rows"": 26, ""raw_columns"": 10, ""trimmed_rows"": 24, ""trimmed_columns"": 10, ""span_count"": 93, ""assigned_span_count"": 88, ""span_coverage"": 0.9462, ""spans_per_trimmed_row"": 3.875, ""max_cell_chars"": 9, ""median_cell_chars"": 7.0, ""max_to_median_cell_char_ratio"": 1.2857, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010""], ""fallback_from_method"": ""pdf_coordinate_grid"", ""fallback_from_status"": ""ok"", ""fallback_from_rows"": 12, ""fallback_from_columns"": 3, ""fallback_from_spans_per_row"": 7.75, ""non_table_text_line_count"": 7, ""non_table_text_chars"": 196}, ""selected_model"": ""gpt-5.4-mini"", ""model_selection_reasons"": []}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,269,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
VLM_COORD_WEAK_EVIDENCE,"{""source"": ""initial"", ""model"": ""gpt-5.4-mini"", ""coordinate_evidence_strength"": ""weak"", ""vlm_only_values"": {}, ""coordinate_only_values"": {}, ""structure_mismatches"": [""table_count_mismatch"", ""column_count_mismatch""], ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 24, ""columns"": 10, ""span_count"": 93, ""span_coverage"": 0.9462, ""spans_per_row"": 3.875, ""span_per_row_limit"": 30.0, ""max_cell_chars"": 9, ""max_to_median_cell_char_ratio"": 1.2857, ""max_long_text_row_ratio"": 0.0}, ""coordinate_metrics"": {""chars"": 3142, ""table_count"": 1, ""numeric_cell_count"": 56, ""unknown_token_count"": 0, ""max_table_columns"": 10, ""table_column_counts"": [10]}, ""vlm_metrics"": {""chars"": 2079, ""table_count"": 3, ""numeric_cell_count"": 56, ""unknown_token_count"": 0, ""max_table_columns"": 5, ""table_column_counts"": [5, 5, 5]}}",info,Coordinate extraction was too weak to validate VLM values authoritatively.,TEXT_TABLE_VLM,269,0.45,"Use VLM output as primary for this page, and review manually if values are business-critical.",
COORDINATE_TABLE_ACCEPTED_WITH_WARNINGS,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_evidence_strength"": ""medium"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage""], ""rows"": 57, ""columns"": 15, ""span_count"": 236, ""span_coverage"": 0.9534, ""spans_per_row"": 4.1404, ""span_per_row_limit"": 45.0, ""max_cell_chars"": 31, ""max_to_median_cell_char_ratio"": 7.75, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 271, ""status"": ""ok"", ""bbox"": [38.59, 41.98, 394.96, 546.55], ""table_area_ratio"": 0.72, ""horizontal_line_count"": 7, ""vertical_line_count"": 4, ""line_count"": 61, ""table_line_count"": 57, ""raw_rows"": 57, ""raw_columns"": 15, ""trimmed_rows"": 57, ""trimmed_columns"": 15, ""span_count"": 236, ""assigned_span_count"": 225, ""span_coverage"": 0.9534, ""spans_per_trimmed_row"": 4.1404, ""max_cell_chars"": 31, ""median_cell_chars"": 4.0, ""max_to_median_cell_char_ratio"": 7.75, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010"", ""col_011"", ""col_012"", ""col_013"", ""col_014"", ""col_015""], ""non_table_text_line_count"": 4, ""non_table_text_chars"": 76}}",info,Coordinate table reconstruction was accepted because the PDF has a text layer and coordinate evidence is usable.,TEXT_TABLE_COORD,271,0.55,Review the coordinate diagnostics if this table is business-critical.,
COORDINATE_TABLE_FALLBACK_TO_VLM,"{""routing_source_mode"": ""TEXT_TABLE_FAST"", ""coordinate_quality"": {""ok"": false, ""reasons"": [""low_span_coverage"", ""cell_size_skew""], ""rows"": 54, ""columns"": 10, ""span_count"": 372, ""span_coverage"": 0.9301, ""spans_per_row"": 6.8889, ""span_per_row_limit"": 30.0, ""max_cell_chars"": 51, ""max_to_median_cell_char_ratio"": 12.75, ""max_long_text_row_ratio"": 0.0}, ""coordinate_diagnostics"": {""method"": ""pdf_text_alignment"", ""page"": 272, ""status"": ""ok"", ""bbox"": [24.84, 45.87, 380.52, 555.17], ""table_area_ratio"": 0.7254, ""horizontal_line_count"": 8, ""vertical_line_count"": 4, ""line_count"": 59, ""table_line_count"": 56, ""raw_rows"": 56, ""raw_columns"": 10, ""trimmed_rows"": 54, ""trimmed_columns"": 10, ""span_count"": 372, ""assigned_span_count"": 346, ""span_coverage"": 0.9301, ""spans_per_trimmed_row"": 6.8889, ""max_cell_chars"": 51, ""median_cell_chars"": 4.0, ""max_to_median_cell_char_ratio"": 12.75, ""max_long_text_row_ratio"": 0.0, ""header_mode"": ""none"", ""header_inference_enabled"": false, ""header_row_count"": 0, ""measure_start_column"": null, ""filled_row_header_count"": 0, ""pdf_grid_rows_preserved"": true, ""headers"": [""col_001"", ""col_002"", ""col_003"", ""col_004"", ""col_005"", ""col_006"", ""col_007"", ""col_008"", ""col_009"", ""col_010""], ""non_table_text_line_count"": 3, ""non_table_text_chars"": 49}, ""selected_model"": ""gpt-5.4-mini"", ""model_selection_reasons"": []}",info,PDF座標ベースの表復元が低信頼のため、表抽出をVLMへフォールバックしました。,TEXT_TABLE_VLM,272,0.65,出力表とPDF原本を確認してください。重要ページではVLM突合を検討してください。,
